Date	Grid	Trapline	Station	Trap	Observer	TrapType	Feed Used	Species	Fate	Age	Sex	TagChange	Unique	TagLeft	TagRight	Weight	ReproCond	Lactating	Hindfoot	Tail	Ear	Skull Width	Skull Length	Parasites	Orange Mites (Y/N)	Orange Mite Vial	Weather	Temperature	Comments
12/08/2020	Falls	402	3	2	SF	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0		1730	34.5	PREG/LACT	Y									Clear	Cool	
12/08/2020	Falls	402	4	1	SF	Sherman	Sunflower Seeds	WJM	New Tag	A	F	0	1	0053		18.5	NR	N									Clear	Cool	
12/08/2020	Falls	402	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	7	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	8	2	SF	Sherman	Sunflower Seeds	WJM	New Tag	A	M	0	1	0275		20	NSCR										Clear	Cool	
12/08/2020	Falls	402	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
12/08/2020	Falls	402	10	2	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1729		80	NR	N									Clear	Cool	
12/07/2020	Falls	201	2	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1650	1649	15	NR	N									Overcast	Warm	
12/07/2020	Falls	201	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	201	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	201	4	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1647	1646	18	SCR										Overcast	Warm	
12/07/2020	Falls	201	6	1	SF	Sherman	Sunflower Seeds	Trap Disturbance																			Overcast	Warm	
12/07/2020	Falls	203	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	3	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	M	0	1	1645	1644	13	NSCR										Overcast	Warm	
12/07/2020	Falls	203	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	4	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1643	1642	15.5	SCR										Overcast	Warm	
12/07/2020	Falls	203	7	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	9	1	SF	Sherman	Sunflower Seeds	DM	New Tag	J	M	0	1	1641	1640	14	NSCR										Overcast	Warm	
12/07/2020	Falls	203	9	2	SF	Sherman	Sunflower Seeds	RBV	New Tag	A	M	0	1	1639		22	SCR								Y		Overcast	Warm	Mites on left ear at base
12/07/2020	Falls	203	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	203	10	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	304	1	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1638	1637	15.5	NSCR										Overcast	Warm	
12/07/2020	Falls	304	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	304	4	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1636	1635	15	NSCR										Overcast	Warm	Wrinkled right ear 
12/07/2020	Falls	304	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	304	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	304	6	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	1634		22	SCR										Overcast	Warm	Escaped 
12/07/2020	Falls	304	6	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1632	1631	15	NR	N									Overcast	Warm	
12/07/2020	Falls	304	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Overcast	Warm	
12/07/2020	Falls	304	8	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	1630		80	NSCR										Overcast	Warm	
12/07/2020	Falls	304	10	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1629	1628	15	NSCR										Overcast	Warm	
11/08/2020	Falls	201	1	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1992	1991	19.5	PERF	N									Raining	Hot	
11/08/2020	Falls	201	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	2	1	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1945		95	NSCR										Raining	Hot	Trap moved far from original placement
11/08/2020	Falls	201	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	3	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1650	1649	14.5	PERF	N									Raining	Hot	
11/08/2020	Falls	201	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	4	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1623	1622	23	SCR										Raining	Hot	"Botfly on chest near L arm, botfly exit wound on L shoulder with large bald patch"
11/08/2020	Falls	201	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	5	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	6	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	7	1	JV	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	0047	0046	23	NR	N									Raining	Hot	Botfly next to genitals on L side
11/08/2020	Falls	201	7	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	201	10	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1941	1940	16.5	NSCR										Raining	Hot	
11/08/2020	Falls	201	10	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	1	1	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1604		80	NR	N									Raining	Hot	
11/08/2020	Falls	202	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	5	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	6	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	7	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1613	1612	16	NR	N									Raining	Hot	
11/08/2020	Falls	202	7	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	8	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	9	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	202	10	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0041	0040	8	NR	N									Raining	Hot	
11/08/2020	Falls	202	10	2	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0039	0038	14	NSCR										Raining	Hot	
11/08/2020	Falls	203	1	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0045	0044	16	NSCR										Raining	Hot	
11/08/2020	Falls	203	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	5	1	JV	Sherman	Sunflower Seeds	RBV	New Tag	A	F	0	1	0043		20	NR	N							Y		Raining	Hot	Orange mites at base of both ears
11/08/2020	Falls	203	6	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1817	1816	17	NSCR										Raining	Hot	
11/08/2020	Falls	203	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	8	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1641	1640	15	NSCR										Raining	Hot	
11/08/2020	Falls	203	8	2	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1948	1947	16	NR	N									Raining	Hot	
11/08/2020	Falls	203	9	1	JV	Sherman	Sunflower Seeds	RBV	New Tag	A	F	0	1	0042		21	NR	N									Raining	Hot	
11/08/2020	Falls	203	9	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	203	10	1	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1984		90	NSCR								Y		Raining	Hot	Orange mites around genitals
11/08/2020	Falls	304	1	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	2	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Raining	Hot	
11/08/2020	Falls	304	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	5	1	JV	Sherman	Sunflower Seeds	STS	Released																		Raining	Hot	
11/08/2020	Falls	304	7	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0037	0036	16	NSCR										Raining	Hot	
11/08/2020	Falls	304	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Raining	Hot	
11/08/2020	Falls	304	9	2	JV	Sherman	Sunflower Seeds	STS	Released																		Raining	Hot	
11/08/2020	Falls	304	10	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Raining	Hot	
11/08/2020	Falls	304	10	2	JV	Sherman	Sunflower Seeds	DM	Predation																		Raining	Hot	"Lower half of body found stuck in trap door, male"
11/08/2020	Falls	111	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	0061	0060	14.5	SCR										Partly Cloudy	Warm	Two mice in one trap
11/08/2020	Falls	111	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1839	1838	15.5	PERF	N									Partly Cloudy	Warm	Two mice in one trap
11/08/2020	Falls	111	2	1	SF	Sherman	Sunflower Seeds	ECHIP	Escape																		Partly Cloudy	Warm	Had ear tags
11/08/2020	Falls	111	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	3	1	SF	Sherman	Sunflower Seeds	DM	Escape							18.5											Partly Cloudy	Warm	Had ear tags
11/08/2020	Falls	111	3	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1844	1843	22	SCR										Partly Cloudy	Warm	Bloody lower lip
11/08/2020	Falls	111	5	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1735		80	NR	N									Partly Cloudy	Warm	Botfly on abdomen
11/08/2020	Falls	111	5	2	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1734		75	NR	N									Partly Cloudy	Warm	Botfly above genitals
11/08/2020	Falls	111	6	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1833	1832	17.5	SCR										Partly Cloudy	Warm	
11/08/2020	Falls	111	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	7	2	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Partly Cloudy	Warm	
11/08/2020	Falls	111	8	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1692	1741	17.5	SCR										Partly Cloudy	Warm	
11/08/2020	Falls	111	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	9	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	M	0	1	0059	0058	14	NSCR										Partly Cloudy	Warm	
11/08/2020	Falls	111	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	111	10	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	1	1	SF	Sherman	Sunflower Seeds	Trap Disturbance																			Partly Cloudy	Warm	
11/08/2020	Falls	112	1	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	4	2	SF	Sherman	Sunflower Seeds	STS	Released																		Partly Cloudy	Warm	
11/08/2020	Falls	112	5	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1971		95	NSCR										Partly Cloudy	Warm	Two botflies
11/08/2020	Falls	112	5	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1875	1874	18	PREG	N									Partly Cloudy	Warm	
11/08/2020	Falls	112	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	6	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1973	1972	16.5	NR	N									Partly Cloudy	Warm	
11/08/2020	Falls	112	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	7	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1859	1858	17	SCR										Partly Cloudy	Warm	
11/08/2020	Falls	112	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	112	10	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1859	1858	17	SCR										Partly Cloudy	Warm	
11/08/2020	Falls	113	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1738	1737	19.5	NR	N									Partly Cloudy	Warm	Botfly next to genitals
11/08/2020	Falls	113	2	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1611		90	NR	N									Partly Cloudy	Warm	Botfly next to genitals
11/08/2020	Falls	113	2	2	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1873		85	NSCR										Partly Cloudy	Warm	Botfly next to genitals
11/08/2020	Falls	113	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	3	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1870	1869	16.5	NR	N									Partly Cloudy	Warm	
11/08/2020	Falls	113	4	1	SF	Sherman	Sunflower Seeds	ECHIP	Released					1873													Partly Cloudy	Warm	Caught in previous trap
11/08/2020	Falls	113	4	2	SF	Sherman	Sunflower Seeds	DM	Recap	J	F	0	0	1857	1736	16.5	NR	N									Partly Cloudy	Warm	
11/08/2020	Falls	113	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	5	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	1	0052	1683	22.5	PERF	N									Partly Cloudy	Warm	Retagged L ear
11/08/2020	Falls	113	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	7	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	113	10	2	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1866	1865	18	NR	N									Partly Cloudy	Warm	
11/08/2020	Falls	402	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	1	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	7	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1963	1962	19	PREG	N									Partly Cloudy	Warm	
11/08/2020	Falls	402	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
11/08/2020	Falls	402	10	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1847	1846	22	NSCR										Partly Cloudy	Warm	
06/08/2020	Falls	701	1	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0009	0008	14	NR	N									Partly Cloudy	Cool	
06/08/2020	Falls	701	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	2	1	JV	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	1013		23.5	LACT	Y									Partly Cloudy	Cool	
06/08/2020	Falls	701	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	3	1	JV	Sherman	Sunflower Seeds	STS	Trap Death																		Partly Cloudy	Cool	
06/08/2020	Falls	701	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	5	1	JV	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	0007	0006	14.5	NR	N									Partly Cloudy	Cool	
06/08/2020	Falls	701	6	1	JV	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	0005	0004	14.5	NR	N									Partly Cloudy	Cool	Two mice in one trap
06/08/2020	Falls	701	6	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1721	1720	16.5	SCR										Partly Cloudy	Cool	Two mice in one trap
06/08/2020	Falls	701	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	7	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0019	0018	19	PERF	N									Partly Cloudy	Cool	White patch of fur in front of L eye
06/08/2020	Falls	701	7	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	8	1	JV	Sherman	Sunflower Seeds	SOREX	Released																		Partly Cloudy	Cool	
06/08/2020	Falls	701	9	1	JV	Sherman	Sunflower Seeds	RBV	Recap	A	F	0	0	1955		17.5	NR	N							Y		Partly Cloudy	Cool	Orange mites at base of both ears
06/08/2020	Falls	701	9	2	JV	Sherman	Sunflower Seeds	STS	Released																		Partly Cloudy	Cool	
06/08/2020	Falls	701	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	701	10	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	1	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	0024	0023	16	NSCR										Partly Cloudy	Cool	
06/08/2020	Falls	703	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	2	1	JV	Sherman	Sunflower Seeds	RBV	New Tag	A	F	0	1	0011		28	PREG/LACT	Y							Y		Partly Cloudy	Cool	Orange mites at base of both ears
06/08/2020	Falls	703	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	3	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	0022	0021	21.5	PREG/LACT	Y									Partly Cloudy	Cool	
06/08/2020	Falls	703	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	4	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1482	1481	18	NR	N									Partly Cloudy	Cool	
06/08/2020	Falls	703	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	5	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1484	1483	17.5	NSCR								Y		Partly Cloudy	Cool	Orange mites on base of L ear
06/08/2020	Falls	703	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Cool	
06/08/2020	Falls	703	6	1	JV	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1957	1956	14	NSCR								Y		Partly Cloudy	Cool	"1 flea observed, orange mites at base of L ear"
06/08/2020	Falls	703	6	2	JV	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	0010		90	NSCR										Partly Cloudy	Cool	
06/08/2020	Falls	703	7	1	JV	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1533	1532	19	PERF	N									Partly Cloudy	Cool	
